Rain,Temp,WindDirection,WindSpeed
0.12,77,15,2.91
0.55,75,9,4.17
2.28,78,20,6.82
3.14,70,12,7.44
1.38,66,19,9.27
0.87,72,15,8.52
2.05,69,13,6.04
0.53,69,15,7.07
1.88,71,17,5.4
1.26,72,10,6.01
0.9,74,13,5.1
0.08,73,15,7.38
0.52,71,13,6.12
0.43,71,14,5.14
1.45,68,14,4.45
2.27,80,15,9.38
0.04,82,16,7.9
0.03,84,14,7.12
0,86,15,6.74
0.7,55,21,4.85
0.39,51,21,6.18
0.75,57,22,4.42
0.57,60,30,3.28
0.53,58,19,6.88
0.36,59,27,3.67
0.61,50,29,4.88
0.24,58,26,5.15
0.31,69,21,4.41
0.02,68,14,4.05
0.19,71,21,4.28
0.39,71,21,6.82
1.28,72,17,3.52
0.08,67,18,3.27
0.31,69,24,3.44
0.27,85,9,8.22
0,68,22,7.08
0,82,19,6.24
0.55,82,17,7.98
0.16,84,13,4.95
0.7,80,13,4.57
0.62,74,19,7.17
0.89,76,18,6.45
0.97,75,12,8.31
1.18,73,17,6.2
0.53,76,16,8.5
0.32,75,24,3.1
0.15,82,24,3.1
0.58,80,15,4.27
0.89,74,19,3.21
0.41,79,11,4.35
0.35,84,20,6.5
0.39,81,18,3.58
0.15,80,17,0.9
0,84,16,9.78
0.49,80,15,9.84
0,85,17,8.48
0,86,16,2.67
1.72,84,19,4.92
0,86,13,10.75
0.65,83,14,8.57
0,85,16,7.12
0.08,85,14,9.8
0.28,77,16,7.48
0.9,86,16,8.4
0.14,85,16,8.3
0,89,11,10.75
0,86,20,5.75
0.2,86,15,8.27
0.39,84,17,10.28
0.9,85,18,5.22
0.37,83,16,8.74
0.11,86,15,8.34
0.09,84,16,7.68
0,85,15,9.88
0.4,84,16,7.57
0,85,16,9.8
0.78,83,14,9.04
0.19,72,20,8.05
2.72,72,16,3.68
0.04,68,28,4.92
0.66,71,17,2.8
1.42,72,13,5.88
1.72,72,16,4.91
2.72,72,16,3.68
0.79,69,14,6.67
0.46,75,14,6.22
0.1,53,17,6.48
0.42,57,18,5.75
0.55,52,17,4.9
0.95,52,25,3.1
0.16,58,19,7.65
0.04,56,18,8.7
0.14,58,26,4
0.87,68,20,4.42
0.26,73,20,2.48
1.92,67,29,1.71
2.17,74,18,2.95
1.02,68,12,5.41
2.65,74,18,5.84
1.51,71,18,4.9
1.1,69,15,5.97
0.25,67,22,7.81
0,67,20,7.67
0.23,66,25,4.68
0.01,64,22,10.05
0.29,67,19,3.97
0.03,83,22,4.01
1.58,84,19,3.51
0.02,81,19,2.75
0,82,19,2.3
0.46,60,20,4.62
1.39,57,16,3.91
0.2,57,26,7.87
0.58,60,17,1.64
0.51,49,24,17.12
0.34,55,14,2.97
0.29,61,25,4.01
0.62,63,19,3.51
0.29,58,21,5.47
0,60,21,2.87
0.06,56,21,4.07
0.18,56,20,3.58
0.59,57,17,5.98
0.44,57,18,5.97
1.7,57,15,5.72
0.18,56,19,5.22
0.66,55,23,5.95
0.09,54,26,11.17
0.15,62,19,4.34
0.08,51,21,7.78
0.21,60,23,2.55
0.32,58,18,4.18
0,60,0,0
0,60,0,0
0,60,17,8.52
0.64,56,23,4.51
0.13,61,21,9.08
0.24,49,22,11.95
0.23,59,19,1.58
0.31,63,18,2.44
0.1,39,23,8.42
2.11,60,0,0
0.2,84,16,3.94
0,88,22,7.98
0,99,24,3.1
0.12,92,18,4.65
0,85,21,6.12
0.09,86,18,3.02
0.51,81,20,3.64
0,85,0,0
0,83,30,3.85
0,81,31,4.94
0,90,22,5.77
0,76,25,6.62
0,58,0,0
0,83,30,8.02
0,67,28,6.55
0,73,18,4.35
0,70,24,5.25
0,81,25,3.58
0,80,28,3
0,77,23,3.97
0,63,29,9.04
0,70,21,4.35
0,64,28,16
0,81,33,17.28
0,65,15,3.61
0,63,31,5.81
0,77,29,8.08
0.04,68,20,2.47
0.11,74,12,4.85
0.12,68,22,3.1
0.04,72,20,3.68
0,81,17,5.84
0.34,80,15,4.04
0.04,73,16,4.4
0.04,70,21,4.72
0.73,75,19,5.08
0.73,75,19,5.08
0.27,80,9,4.05
0.55,83,10,9.28
0,79,15,2.52
0.54,79,19,3.31
0.17,85,9,8.4
1.02,83,9,7.68
0.59,82,12,5.1
0.34,82,20,3.7
0.12,83,18,1.95
1.74,83,15,2.65
0.28,81,9,6.32
1.01,83,10,8.25
0.24,79,21,2.37
0,83,20,2.64
0.28,82,24,6.48
0,82,17,5.12
0.01,81,20,4.07
0,82,18,6.18
1.13,77,9,2.51
0.08,80,4,11.25
1.08,79,4,13.78
0.04,78,3,11.77
0.4,76,5,15.72
0,72,22,3.74
0.3,68,20,3.51
0,65,27,7.27
1.34,75,18,7.47
2.1,77,21,6.08
2.42,79,21,5.25
0.21,80,22,5.68
0.26,75,18,5.92
0.22,81,20,5.37
2.92,83,23,7.12
1.57,74,17,5.97
1.34,78,19,7
2.81,73,22,5.31
5.62,75,22,6.54
0.4,80,20,6.21
2.24,72,23,7.15
0,77,21,7.08
4.47,74,23,7.34
0.16,82,19,8.1
1.35,81,16,9.41
0.06,78,17,7.78
0.11,83,15,7.52
0.7,84,18,6.14
0.65,84,16,8.97
1.21,77,18,6.18
1.69,77,23,0.4
1.81,79,21,5.67
1.8,82,22,6.51
0.13,84,23,5.77
0,84,21,2.24
1.06,82,15,2.77
0.01,86,19,3.55
0.6,85,20,4.82
0.01,81,20,1.75
0.13,67,21,5.54
0.03,65,23,5.48
0.09,65,20,5.17
1.44,75,18,5.24
1.95,73,17,5.02
0.02,70,17,7.54
0,60,20,7.58
0.25,68,21,7.04
0.08,67,16,4.34
0,74,17,5.51
0.01,73,19,5.87
0.3,74,17,7.2
0.37,66,20,4.88
0.01,72,20,6.45
1.14,64,0,0
0.55,70,19,6.58
0.19,64,26,5.62
0.67,66,23,9.75
2.97,62,22,6.1
0.47,74,19,8.61
1.53,69,24,9.92
0.36,69,18,8.01
0,84,21,4.85
0,83,22,2.77
0,82,18,2.72
0,83,18,1.87
0.02,84,23,2.14
0,84,18,2.57
0,84,22,2.94
0.11,84,23,6.25
1.05,82,21,6.25
0.32,83,15,8.67
0.48,81,21,6.18
2.04,82,20,7.44
0.35,83,19,6.72
0.45,85,20,6.45
0,73,18,6.65
0.01,58,25,4.32
0.26,59,25,11.22
0,62,18,4.91
0.47,65,21,9.28
0.35,61,23,6.64
0.68,63,21,5.52
0.08,67,23,6.72
0.64,58,19,2.44
0,72,26,9.04
0.12,61,33,4.74
0,77,15,7.34
0.01,79,13,6.15
0.12,74,14,6.31
0.49,73,13,7.51
0.34,79,17,5.9
0.01,77,17,4.85
0.22,74,21,7.92
0.01,74,18,8.17
0,67,16,4.85
0,68,23,2.74
0,98,17,4.78
0,88,19,4.01
0,76,28,4.51
0,69,19,6.41
0.06,67,20,2.9
0.72,73,17,6.31
0,76,17,4.6
0.04,83,13,4.82
1.54,77,20,6.3
0.26,83,14,6.8
0.07,70,25,5.84
0.04,68,19,5.62
0.42,71,16,7.02
0.27,67,18,3.47
0,71,18,5.37
0,76,17,6.45
0.05,70,21,6.18
0.35,68,19,5.5
0.04,77,31,4.52
0.15,78,18,10.24
0,81,14,5.35
0.44,78,19,4.84
0.2,79,21,2.55
1.84,77,17,4.41
1.06,79,17,7.51
0.44,68,23,10.2
0.87,64,23,9.48
0.11,71,24,9.31
0.08,66,23,8.75
0.63,66,20,9.62
0.89,73,23,5.4
0.35,74,20,6.38
3.92,76,14,5.11
1.41,76,20,7.21
1.08,72,21,6.37
0.93,72,16,6.17
0.15,72,20,5.21
0.19,82,18,10.85
2.3,83,18,9.3
0.51,86,17,6.22
0.07,87,18,9.51
0.43,60,28,6.4
0,60,26,5.14
0.02,63,15,5.17
0,70,32,4.12
0.02,66,24,7.15
0.57,66,29,5.08
0,60,32,5.15
0.39,65,24,4.54
0.09,74,23,4.62
0.21,72,16,5.77
1.94,77,22,3.34
0.16,77,18,7.07
0.51,74,19,5.15
0.26,71,20,3.22
0.58,72,24,3.25
1.12,83,8,8.88
0.08,70,18,4.91
0,82,20,5.85
0,83,19,7
0,85,18,6.65
0,82,14,4.55
0.01,71,22,9.45
0.03,71,23,8.55
0.46,72,24,10.05
0.01,72,18,8.3
0.27,71,21,7.2
0.39,76,20,3.28
0.12,83,21,4.08
1.73,82,23,5.2
1.01,74,26,3.84
0.65,80,21,5.75
0,87,23,6.12
2.01,83,21,3.61
0.89,80,19,1.07
0,82,17,10.21
0.09,81,18,11.01
0.02,83,16,6.27
0.02,85,16,2.64
0,83,15,3.85
0.2,85,12,9.48
0,84,18,10.68
0.25,84,16,5.97
0.01,84,13,8.28
0.19,81,19,7.04
0,88,18,9.04
0,87,18,10.64
0.49,85,12,11.27
0.04,87,14,5.41
0,88,17,9.61
0.69,84,15,8.41
0.57,84,16,3.58
0.02,82,17,12.68
0.35,82,15,12.78
0.6,82,15,7.64
0.01,83,15,8.77
0.72,83,14,5.66
0,85,17,10.07
0,84,17,9.41
0,79,25,3.11
2.6,74,20,3.92
0.53,70,20,5.1
3.67,72,19,2.88
0.53,77,18,8.07
1.01,76,19,6.57
2.6,74,20,3.92
2.19,75,17,6.38
1.52,78,17,5.37
0.08,58,13,3.5
0.35,67,21,5.44
0.27,61,21,5
1.17,58,22,3.15
1.24,63,27,5.37
0.18,63,19,6.3
0,69,28,4.75
3.05,70,21,4.84
2.58,74,22,3.41
2.23,70,22,3.65
3.28,76,19,3.45
0.96,71,18,7.92
0.3,74,22,7.18
1.69,72,19,5.31
1.08,73,17,7.87
0.08,69,21,6.94
0.29,70,25,4.04
0,71,26,4.65
0.04,66,21,6.62
0,70,24,4.91
0,84,27,3.5
0.06,82,28,3
0,84,24,3.86
0,86,23,2.76
0.35,59,23,2.8
1.63,57,13,9.45
0,65,30,10.83
0.87,67,7,1.1
0.01,52,18,2.5
0.06,55,17,2.46
0.45,61,24,3.16
0.24,64,19,3.36
0.12,59,18,2.06
0,60,24,3.23
0.09,56,14,2.53
0.82,56,22,5.43
0.7,57,9,4.66
0.36,56,21,7.4
2.71,56,12,6.8
1.01,58,22,8.96
0.08,58,13,2.1
0,56,29,16.43
0.72,64,29,2.26
0,58,27,11.5
0.6,62,12,1.9
0.47,57,26,1.23
0,60,6,2.33
0,60,0,0
0,60,22,7.06
0.77,58,20,4.2
0.16,58,22,5.46
0,48,13,4.36
0.6,57,19,4.23
0.08,63,17,0.8
0,46,19,6.86
0.2,56,18,1.03
0.24,76,25,2.56
0.32,80,22,5.26
0,92,15,5.1
0.83,84,23,2.3
0.27,73,20,5.23
1.14,84,12,3.16
0.86,78,14,3.26
0,84,0,0
0,89,32,7
0,78,22,4.33
0,88,16,8.06
0,73,27,7.4
0,56,0,0
0,86,30,5.26
0,66,31,7.36
0,69,19,3.96
0,69,24,5.33
0,85,15,5.03
0,87,12,2.63
0,75,20,7.86
0,59,29,7.73
0,67,24,4.93
0,63,32,7.66
0,77,18,11.03
0,65,23,3.53
0,64,31,4.53
0,79,30,6.96
0.29,63,29,2.8
0.23,69,26,4.63
0.15,67,17,1.7
0.76,70,21,3.7
0.22,70,13,3.23
0.11,74,22,2.06
0.1,73,23,6.46
0.34,71,24,7.7
0,72,24,6.53
0,72,24,6.53
0.18,83,20,3.36
0.3,84,15,5.6
0.59,81,22,5.16
1.08,82,21,5.56
0.28,86,14,6.03
1.31,83,14,3.56
0.83,83,19,2.56
0.25,85,22,5.33
2.76,83,19,2.33
0.3,85,21,3.33
0.01,83,16,5.03
0.04,85,15,5.4
0.02,84,19,3.76
0,83,22,0.56
0,85,26,4.16
0,84,18,4.03
0,86,24,3.76
0,85,20,6.4
0.5,79,22,3.63
0.01,82,5,15.2
0.15,80,5,16.2
0.11,78,4,14.76
0.18,78,4,18.63
0,79,30,4.13
0,75,23,4.43
0,71,17,6.1
0,65,8,5.86
0,65,8,6.43
0.1,65,7,5.36
0.64,65,7,8.33
0,67,23,5.5
0.75,66,18,6.7
1.52,74,14,4.76
0.05,64,14,4.9
0.78,66,15,6.13
0.01,62,27,6.43
0,64,8,5.26
0.02,67,9,7.13
0,64,10,6.3
0.01,67,12,5.96
0,64,20,5.96
0.83,69,8,7.23
3.38,74,10,5.9
0.41,71,12,4.8
0.11,77,9,3.6
1.82,71,7,6.3
7.47,78,8,5.7
0.45,69,14,4.93
0,72,25,0.26
0.39,72,14,4.6
0.61,74,25,4.03
0.73,75,18,3.8
0,85,16,3.13
0.18,85,21,3.56
0.14,88,24,3.06
0,84,19,6.53
0.58,82,15,1.67
0.92,70,23,7.43
0.55,64,21,7.1
0.07,68,23,8.43
0.69,72,23,3.7
0.17,71,19,3.93
0.2,74,24,10.86
0,60,24,11.3
0.13,67,24,10.56
0.58,64,23,5.43
0.34,67,23,4.9
0.43,66,25,4.96
0.29,67,24,6.1
0.61,61,28,5.76
0.3,64,24,4.56
0,61,0,0
0.25,62,28,5.6
0,62,29,6.83
0,62,24,3.63
0.01,59,19,1.8
0,68,11,4.73
0,63,11,5.56
0,64,13,2.96
0,84,24,4.96
0,82,24,2.86
0,85,25,2.6
0,84,13,2.13
0,84,27,3.23
0,84,31,2.83
0,82,26,2.96
1.17,74,20,4.76
5.45,68,7,7.6
4.98,69,7,8.46
2.2,69,18,5.86
1.78,75,12,6.83
1.43,68,7,6.3
1.26,70,17,7.3
0.01,78,22,5.56
0,65,21,3.43
0,68,18,10.13
0.13,69,21,5.26
0.92,71,14,6.73
0,72,28,7.03
0.08,72,22,7.26
0,76,29,5.8
0,66,19,5.46
0.12,80,17,7.23
0,71,29,3.73
0.72,63,9,8.63
0.88,67,8,7.73
1.1,63,11,6.66
0.34,64,10,7.2
1.23,66,9,7
0.07,70,12,7.13
0.04,69,13,7.33
0.55,64,14,9.13
0.05,65,18,4.5
0,69,21,4.9
0.17,87,23,2.63
0.49,81,16,4.4
0,80,28,6.13
0,77,14,5.13
0.38,66,25,5.86
0,60,26,39.36
0.87,72,23,5.3
0.2,73,23,7.16
0.02,75,26,6.53
0.17,75,24,3.4
0,86,26,7.86
1.37,68,25,7.9
0.1,64,26,6.66
0,66,24,10.06
0.64,66,23,4.7
0.53,71,23,7.56
0.28,75,23,8.73
0.1,68,26,8.56
0,68,26,8.86
0.43,76,23,1.33
0.03,80,23,4.83
0,81,14,3.66
1.54,77,14,4.4
1.87,79,10,2.16
3.14,78,12,3.86
0.6,81,19,5.03
0.44,65,14,9.46
0,69,16,12.86
0,68,13,7.26
0.04,64,15,5.63
0.29,74,15,6.06
0.07,65,25,2.5
0.09,68,21,2.96
0.14,68,17,3.53
0.43,65,15,5.33
0.07,65,15,2.86
0.16,66,25,2.86
0.13,63,23,2.76
0.67,78,10,8.16
0.03,82,16,7.36
1.78,79,12,4.5
0.62,82,23,6.43
0.07,62,30,7.56
0,68,26,6.13
0,68,1,6.83
0,77,33,3.73
0,73,27,9.13
0,69,31,6.16
0,67,32,4.43
0,69,22,5.73
0.01,70,25,4.7
0.1,66,25,5
0,72,26,4.1
0,75,24,7.66
0.13,66,22,2.73
0.14,68,24,4.1
0.04,69,24,5.2
0.9,81,9,8.76
0.32,72,24,9.33
0,83,23,3.33
0,85,20,6.16
0.05,87,20,3.53
0,83,29,2.16
0,65,16,7.06
0,64,16,6.7
0,66,14,11.36
1.03,65,16,8.7
0,64,14,6.86
0.16,78,28,2.2
0,82,27,3.03
0.33,77,18,4.06
1.07,73,25,2.6
0.02,80,29,2.06
0,86,22,5.26
0.01,80,16,3.43
0.05,80,23,0.6
0,86,17,10.86
0.01,81,11,11.03
0,85,17,9.8
0,86,16,4.4
0.14,85,19,4.83
0,88,15,15.46
0.31,85,23,7.26
0,85,16,8.46
0,86,16,13
0.29,79,13,6.06
0.05,88,17,11.33
0.08,88,17,12.1
0,90,12,10
0,83,25,8.4
0.02,89,16,11.33
0,85,17,10.96
0,86,17,6.46
0,84,23,10.03
0,87,19,10.56
0,87,19,11.05
0,86,14,11.43
0,84,15,8.93
0,86,16,12.36
0.1,86,17,10.86
0,82,16,5.76
1.09,74,16,3.26
0.16,67,23,5.9
0.17,71,11,2.96
1.38,76,9,6.06
0.36,72,8,4.06
1.09,74,16,3.26
1.09,74,21,5.93
0.31,74,23,5.93
0,67,20,7.23
0,76,28,9.56
0,63,27,3.83
0.16,58,25,3.83
0,65,24,2.33
0,70,21,10.9
0,76,33,7.56
0,69,24,2.53
0.09,71,12,2
0.1,67,28,1.73
0.07,70,11,2.86
0,65,23,4.16
0,67,21,5.26
0,64,11,4.93
0,65,9,4.56
0.01,70,27,4.86
0.45,67,27,7.3
0,68,25,3.3
0.05,66,26,6.6
0,73,26,3.63
2.61,86,25,8.28
2.16,83,23,5.35
0.95,84,22,4.74
1.82,85,22,4.34
0.34,62,22,3.61
0.4,60,19,2.57
0.56,56,20,7.37
0.25,61,21,2.54
0.63,53,24,12.7
0.73,56,15,1.81
1.41,62,26,3.52
0.54,65,23,2.74
0.25,60,19,3.55
0,60,24,2.6
0.41,56,24,2.58
1.04,57,21,4.42
0.01,61,16,4.81
0.78,57,19,5.55
0.15,60,19,5.6
0.38,56,23,5.25
0.54,58,21,4.07
0.32,55,25,8.9
0.76,61,24,3.3
0.63,50,19,5.87
0.31,61,22,2.07
0.15,61,17,2.65
0,60,6,2.25
0,60,0,0
0,60,26,8.5
0,60,23,3.72
0,64,22,7.68
0.29,49,23,8.65
0.58,61,19,2.02
0.02,62,23,2.01
0.06,46,11,7.88
0.13,57,21,2.18
0.29,82,23,2.71
0,84,20,12.68
0,97,26,4.54
0,91,23,3.18
0,79,22,8.78
1.79,84,16,3.8
1.4,79,18,4.01
2.33,84,0,0
0,82,31,6.25
0,77,26,4.88
0,86,20,8.25
0,69,22,12.07
0.48,58,0,0
0,80,30,8.78
0,64,28,8.65
0,73,26,3.18
0,69,25,7.85
0,78,18,5.74
0,78,19,3.12
0,71,21,7.68
0,62,27,8.64
0,70,28,4.54
0,62,27,12.98
0,73,30,10.41
0,64,18,3.35
0,62,30,6.8
0,73,29,9.9
0,65,19,4.82
0.81,74,18,5.27
0.11,68,21,5.85
0,77,17,6.01
0,79,18,4.14
0.34,80,21,2.91
2.53,74,14,5.28
0.63,74,21,3.58
1.54,79,23,5.38
1.54,79,23,5.38
0.45,85,17,1.82
0,86,13,8.48
0,84,25,5.34
0,86,24,6.4
0.02,87,11,8.81
0.01,86,12,6.61
0.01,87,21,2.62
1.43,86,22,6.18
1.25,86,24,3.87
0,86,26,3.05
0,84,14,5.94
0,87,13,7.84
0.07,85,25,5.14
0.15,83,26,2.38
1.58,83,25,7.51
0.15,85,25,7.11
0.19,86,25,6.84
0.06,87,24,7.87
1.31,78,16,3.38
0.06,81,5,11.97
0.27,79,4,14.38
0.16,78,4,13.11
0.23,76,4,16.35
0.27,71,29,6.41
1.52,67,18,3.8
0.14,68,24,9.3
1.92,75,19,5.14
3.25,75,16,4.07
1.51,75,21,4.3
1.39,75,15,5.18
1.39,75,22,5.52
1.09,76,20,3.97
3.33,78,21,4
0.04,73,23,5.41
0.6,74,22,5.37
0.46,72,23,5.17
0.94,72,18,4.78
1.19,77,20,6.37
1.99,71,18,5.82
1.21,76,19,6.82
1.22,72,17,5.15
1.09,81,15,8
0.55,81,15,9.54
0.28,80,19,8.3
0.01,84,16,7.2
1.13,81,13,5.44
0.3,84,15,8.85
1.31,75,25,4.77
4.08,76,30,0.41
1.56,77,24,6.28
1.15,79,25,5.47
5.67,80,22,4.15
0.99,86,21,5.95
1.04,86,18,6.2
1.61,88,19,6.84
0.04,87,19,8.11
0.88,67,11,5.28
2.38,60,14,3.24
0.59,66,12,5.61
1.54,79,26,5.27
0.47,79,24,4.52
0.45,69,12,7.14
0,60,13,7.47
0.44,69,16,5.67
0.85,71,22,3.22
0.84,75,23,5.41
0.42,76,26,4.91
0.5,75,25,5.57
1.61,69,26,4.02
1.15,73,25,5.6
0.81,65,0,0
0.03,71,23,4.72
2.04,68,23,3.61
0.85,66,20,5.94
0.92,65,17,4.6
1.68,74,18,5.85
1.94,70,17,6.05
1.52,70,21,5.15
1.91,85,21,9.15
1.4,83,19,7.43
0.07,86,22,4.37
1.56,84,22,3.5
2.98,85,18,6.2
0.5,86,21,5.5
0.61,83,20,5.21
1.64,79,18,4.01
1.12,78,15,5.04
1.08,79,13,6.32
2.98,77,19,5.02
0.86,79,18,6.52
3.71,79,17,5.15
3.21,80,18,4.2
0.05,71,18,3.08
0.85,56,27,4.25
0.17,60,27,9.94
0.7,62,21,4.14
0.58,68,23,6.1
0.15,63,27,6.71
0.1,66,21,5.98
0.52,66,25,7.04
0.28,58,17,3.61
0.15,74,25,6.34
0.88,60,30,3.25
0.5,77,16,6.47
2.41,79,16,6.1
0.72,75,16,6.41
0.08,77,19,5.87
0.78,79,10,7.1
0.25,78,10,2.62
0.31,77,19,7.38
0.22,76,21,7.55
0,66,20,9.05
0,69,24,5.32
0,93,19,10.45
0,85,21,10.68
0,73,28,8.1
0,69,27,6.97
0.97,69,17,2.57
0,60,26,19.04
4.85,78,19,6
1.18,78,20,5.87
0.01,82,18,4.37
0,80,20,6.45
0,88,21,4.57
1.49,74,20,4.08
0.19,72,25,4.04
0.75,75,23,8.38
2.19,72,15,2.45
1.17,75,19,5.51
1.52,78,19,5.81
0.72,76,25,4.94
0.97,74,23,4.58
1.69,77,31,4.32
0.68,81,24,8.74
0.47,82,24,4.51
2.65,79,25,5.68
1.32,79,24,3.07
0.75,81,24,4.41
0.39,85,23,8.74
2.26,71,15,5.25
2.1,68,20,5.54
2.07,72,25,6.35
1.48,70,16,6.07
0.63,69,21,4.48
0.46,74,25,6.17
0.84,76,25,5.28
0.42,75,19,5.35
0.61,74,24,7.05
0.26,74,23,6.25
0.8,74,24,5.1
1.42,73,24,5.62
1.36,83,17,11.12
0.27,84,17,11.77
0.04,84,15,9.8
0.08,85,17,10.18
0.95,61,25,6.52
0.14,60,26,6.8
0.25,64,16,7.41
0.45,69,33,4.37
0.73,67,27,6.22
0.35,66,24,5.3
0.18,61,27,3.71
0.45,65,21,7.4
1.41,76,22,3.78
2.24,74,24,5.04
3.29,79,27,4.68
0.38,80,22,6.3
0.38,75,24,5.72
0.4,76,23,3.17
0.24,76,24,4.91
1.07,83,8,10.44
0.54,73,14,6.04
0.44,84,23,8.17
0.28,87,24,8.94
0.25,88,24,8.1
0.25,84,22,6.38
0.83,72,17,6.77
0.48,75,17,7.44
1.16,76,14,7.88
0.03,73,25,6.27
0.66,74,19,7.38
1.3,77,25,4.84
1.12,83,23,4.9
4.74,79,22,4.12
1.97,76,22,4.1
3.71,80,25,7.4
2.41,85,22,7.92
4.7,82,21,3.94
0.4,87,16,12.48
0,84,18,10.17
0,88,17,12.51
0.04,89,17,5.32
0,86,19,8.38
0,87,15,17.35
1.58,85,16,9.61
0,87,17,11.32
0,86,15,16.11
0,83,18,6.92
3.45,85,17,11.71
3.35,85,17,13.37
0,92,12,11.34
0,90,24,6.64
2.64,86,16,12.35
0,86,18,13.11
0,87,18,8.48
0.29,87,17,11.21
0.01,90,17,10.02
0,88,17,9.72
0,88,14,13.61
0,87,16,13.64
0,87,17,13.74
0.47,85,16,11.1
0,81,26,8.57
0.94,77,25,6.3
1.04,73,18,4.22
0.49,76,22,2.88
1.16,82,20,5.14
0.75,80,24,5.31
0.94,77,25,6.3
0.05,80,24,5.31
0.79,82,26,4.76
0.54,58,20,4.2
0.09,67,25,6.3
0.44,61,23,4.54
1.88,57,22,4.41
0.38,63,22,4.55
0.18,62,21,7.28
0.15,69,27,5.94
3.5,71,26,5.38
1.87,75,24,4.02
1.66,72,25,2.64
2.51,76,23,3.48
0.27,71,21,5.11
1.82,74,18,5.74
0.62,72,23,4.45
0.13,72,16,7.2
0,70,26,6.15
0.09,74,22,7.6
0,71,25,4.71
0,69,23,11.22
0.15,71,28,4.42
2.64,81,19,2.22
1.74,82,19,2.81
1.97,81,18,1.92
1.9,83,19,1.87
0,64,28,3.22
0.21,65,26,5.97
0.08,64,27,7.25
0.27,65,22,4.22
0.31,57,23,9.76
0.09,59,24,1.71
0.3,66,22,4.28
0.85,69,17,3.52
0.33,65,14,1.7
0,60,19,2.41
0.01,58,22,3.98
0,62,20,6.91
0.09,62,23,3.75
0.03,59,23,7.77
0.23,63,23,6.58
0.05,59,17,5.25
0.46,60,17,6.6
0.46,60,25,7.22
0,67,23,3.92
0.41,50,25,10.71
0.53,64,26,3.5
0.09,64,17,2.12
0,60,6,2.84
0,60,0,0
0,60,25,7.23
0.19,61,27,5.77
0.04,63,22,6.98
0,54,10,8.2
0.05,66,19,3.15
0.01,66,22,2.42
0.08,48,24,12.61
0.01,59,27,2.78
1.75,83,28,3.44
0,85,20,10.31
0,98,26,3.81
0.25,93,24,3.42
0,80,22,9.18
0.39,82,11,4.05
0.82,77,17,4.78
1.72,82,0,0
0,85,31,4.52
0,78,25,3.08
0,85,18,6.75
0,74,25,8.48
0,58,0,0
0,83,30,5.07
0,66,29,7.04
0,73,25,3.01
0,70,25,7.3
0,81,21,3.22
0,82,26,2.78
0,75,21,5.82
0,61,28,8.04
0,69,26,4.87
0,63,29,11.82
0,76,25,11.28
0,64,20,3.12
0,62,31,4.87
0,77,30,7.3
0,65,20,3.57
0.26,75,13,4.31
0,65,25,3.32
0.02,73,8,4.81
0,78,19,2.77
0.01,79,8,4.75
0.47,78,21,5.14
0.19,77,24,5.08
0.4,79,23,5.78
0.4,79,23,5.78
0,84,12,3.07
1.03,85,11,9.95
0.86,83,17,0.8
0.56,84,17,1.91
0.47,85,10,9.57
1.09,84,10,7.22
0.27,85,14,4.02
3.86,82,17,2.65
2.29,84,21,1.08
1.06,84,16,1.77
0.12,83,11,5.85
0.37,87,11,8.55
0.18,84,18,2.4
0.02,83,23,1.21
0.03,82,23,4.68
0.88,83,19,3.07
0.39,84,23,4.2
0.12,86,20,5.25
1.78,78,26,2.9
0.16,82,4,8.48
0.21,79,3,11.3
0.29,79,2,10.37
0.47,77,4,14.05
0,71,25,3.15
0.04,69,13,2.22
0,65,21,6.28
0.45,74,21,8.9
2,75,22,6.37
1.95,77,21,6.77
1.18,77,21,6.37
0.53,74,22,7.88
1.93,79,20,6.31
1.14,79,18,3.94
0.12,74,23,7.51
1.24,77,23,7.18
0.37,73,24,8.02
1.43,72,22,6.98
1.84,76,23,7.35
0.85,71,22,8.54
0.93,73,24,5.48
1.61,72,22,8.2
1.53,78,12,7.78
0.89,79,13,11.17
0.49,75,13,8.47
1.44,82,13,8.11
1.55,79,16,6.2
0.63,82,13,9.67
0.53,76,23,5.22
0.17,77,20,0.3
0.98,78,22,5.38
0.82,81,22,5.21
0.45,81,18,3.78
2.49,83,16,1.85
0.01,84,17,4.24
1.47,85,16,2.37
1.91,85,17,7.02
0.22,76,23,5.54
1.31,70,20,5.07
0.62,73,21,5.7
0.79,79,18,3.68
0.76,79,18,4.52
0,77,19,7.77
0,60,21,8.4
0.6,73,26,7.5
0.24,69,20,6.45
0.15,77,19,7.9
0.25,76,24,7.58
1.12,74,25,7.38
0.29,68,22,7.71
0.42,73,23,8.31
1.99,65,0,0
0.74,72,22,9.68
0.61,67,20,6.75
2.73,65,21,9
1.39,65,25,5.57
0.55,74,24,9.7
2.36,71,23,9.34
3.04,69,22,8.74
0.01,83,19,4.68
0.16,82,18,3.14
0.56,82,20,2.82
2.74,82,15,1.78
0.15,83,17,3.75
0.67,84,19,3.17
0.56,82,14,3.38
0.35,81,19,4.94
1.54,79,21,6.58
1.68,78,16,7.6
0.06,78,16,6.91
0.53,78,16,8.47
3.16,78,17,6.22
0.58,82,21,7.34
0.1,68,19,8.8
0.07,56,25,2.68
0.71,59,29,7.58
0.02,60,14,3.92
0.87,64,26,8.37
0.96,62,19,5.64
1.41,63,22,7.55
0.1,64,28,6.37
1.2,60,19,3.35
